Datum;Produkt;Nettomenge;Stueckpreis_brutto;Bruttoumsatz
2022-10-02;Bartbalm Crusoe;2;24,99;49,98
2022-10-03;Bartbalm Crusoe;2;24,985;49,97
2022-10-04;Bartbalm Crusoe;2;24,99;49,98
2022-10-05;Bartbalm Crusoe;1;24,99;24,99
2022-10-06;Bartbalm Crusoe;3;24,99;74,97
2022-10-07;Bartbalm Crusoe;1;24,99;24,99
2022-10-08;Bartbalm Crusoe;1;24,99;24,99
2022-10-09;Bartbalm Crusoe;4;24,99;99,96
2022-10-10;Bartbalm Crusoe;1;24,99;24,99
2022-10-11;Bartbalm Crusoe;1;24,99;24,99
2022-10-12;Bartbalm Crusoe;0;24,99;0,0
2022-10-13;Bartbalm Crusoe;1;24,99;24,99
2022-10-14;Bartbalm Crusoe;2;24,99;49,98
2022-10-15;Bartbalm Crusoe;0;24,99;0,0
2022-10-16;Bartbalm Crusoe;0;24,99;0,0
2022-10-17;Bartbalm Crusoe;0;24,99;0,0
2022-10-18;Bartbalm Crusoe;0;24,99;0,0
2022-10-19;Bartbalm Crusoe;0;24,99;0,0
2022-10-20;Bartbalm Crusoe;0;24,99;0,0
