Datum;Produkt;Nettomenge;Stueckpreis_brutto;Bruttoumsatz
2020-05-01;Alaunstein;5;8,99;44,949997
2020-05-02;Alaunstein;1;8,99;8,99
2020-05-03;Alaunstein;0;8,99;0,0
2020-05-04;Alaunstein;1;9,99;9,99
2020-05-05;Alaunstein;1;9,98;9,98
2020-05-06;Alaunstein;0;9,98;0,0
2020-05-07;Alaunstein;1;9,99;9,99
2020-05-08;Alaunstein;1;9,99;9,99
2020-05-09;Alaunstein;1;9,99;9,99
2020-05-10;Alaunstein;0;9,99;0,0
2020-05-11;Alaunstein;0;9,99;0,0
2020-05-12;Alaunstein;1;9,99;9,99
2020-05-13;Alaunstein;1;9,99;9,99
2020-05-14;Alaunstein;0;9,99;0,0
2020-05-15;Alaunstein;1;9,99;9,99
2020-05-16;Alaunstein;2;9,99;19,98
2020-05-17;Alaunstein;1;9,99;9,99
2020-05-18;Alaunstein;0;9,99;0,0
2020-05-19;Alaunstein;1;9,99;9,99
2020-05-20;Alaunstein;0;9,99;0,0
2020-05-21;Alaunstein;0;9,99;0,0
2020-05-22;Alaunstein;0;9,99;0,0
2020-05-23;Alaunstein;2;9,99;19,98
2020-05-24;Alaunstein;2;9,985;19,97
2020-05-25;Alaunstein;0;9,985;0,0
2020-05-26;Alaunstein;0;9,985;0,0
2020-05-27;Alaunstein;0;9,985;0,0
2020-05-28;Alaunstein;0;9,985;0,0
2020-05-29;Alaunstein;3;9,99;29,97
2020-05-30;Alaunstein;0;9,99;0,0
2020-05-31;Alaunstein;0;9,99;0,0
2020-06-01;Alaunstein;0;9,99;0,0
2020-06-02;Alaunstein;0;9,99;0,0
2020-06-03;Alaunstein;0;9,99;0,0
2020-06-04;Alaunstein;0;9,99;0,0
2020-06-05;Alaunstein;0;9,99;0,0
2020-06-06;Alaunstein;1;9,99;9,99
2020-06-07;Alaunstein;3;9,99;29,97
2020-06-08;Alaunstein;0;9,99;0,0
2020-06-09;Alaunstein;1;9,99;9,99
2020-06-10;Alaunstein;0;9,99;0,0
2020-06-11;Alaunstein;3;9,986667;29,96
2020-06-12;Alaunstein;0;9,986667;0,0
2020-06-13;Alaunstein;1;9,98;9,98
2020-06-14;Alaunstein;0;9,98;0,0
2020-06-15;Alaunstein;2;9,99;19,98
2020-06-16;Alaunstein;1;9,99;9,99
2020-06-17;Alaunstein;3;9,986667;29,96
2020-06-18;Alaunstein;1;9,98;9,98
2020-06-19;Alaunstein;1;9,99;9,99
2020-06-20;Alaunstein;0;9,99;0,0
2020-06-21;Alaunstein;1;9,99;9,99
2020-06-22;Alaunstein;1;9,99;9,99
2020-06-23;Alaunstein;0;9,99;0,0
2020-06-24;Alaunstein;0;9,99;0,0
2020-06-25;Alaunstein;1;9,99;9,99
2020-06-26;Alaunstein;2;9,985;19,97
2020-06-27;Alaunstein;2;9,985;19,97
2020-06-28;Alaunstein;1;9,99;9,99
2020-06-29;Alaunstein;0;9,99;0,0
2020-06-30;Alaunstein;0;9,99;0,0
2020-07-01;Alaunstein;1;9,99;9,99
2020-07-02;Alaunstein;0;9,99;0,0
2020-07-03;Alaunstein;2;9,99;19,98
2020-07-04;Alaunstein;0;9,99;0,0
2020-07-05;Alaunstein;2;9,985;19,97
2020-07-06;Alaunstein;3;9,986667;29,96
2020-07-07;Alaunstein;5;9,988;49,94
2020-07-08;Alaunstein;0;9,988;0,0
2020-07-09;Alaunstein;0;9,988;0,0
2020-07-10;Alaunstein;2;9,985;19,97
2020-07-11;Alaunstein;8;9,9825;79,86
2020-07-12;Alaunstein;4;9,9825;39,93
2020-07-13;Alaunstein;2;9,99;19,98
2020-07-14;Alaunstein;0;9,99;0,0
2020-07-15;Alaunstein;5;9,988;49,94
2020-07-16;Alaunstein;0;9,988;0,0
2020-07-17;Alaunstein;1;9,99;9,99
2020-07-18;Alaunstein;0;9,99;0,0
2020-07-19;Alaunstein;0;9,99;0,0
2020-07-20;Alaunstein;2;9,99;19,98
2020-07-21;Alaunstein;2;9,99;19,98
2020-07-22;Alaunstein;0;9,99;0,0
2020-07-23;Alaunstein;1;9,98;9,98
2020-07-24;Alaunstein;1;9,99;9,99
2020-07-25;Alaunstein;2;9,99;19,98
2020-07-26;Alaunstein;0;9,99;0,0
2020-07-27;Alaunstein;2;9,985;19,97
2020-07-28;Alaunstein;0;9,985;0,0
2020-07-29;Alaunstein;1;9,99;9,99
2020-07-30;Alaunstein;2;9,99;19,98
2020-07-31;Alaunstein;0;9,99;0,0
2020-08-01;Alaunstein;1;9,99;9,99
2020-08-02;Alaunstein;0;9,99;0,0
2020-08-03;Alaunstein;1;9,99;9,99
2020-08-04;Alaunstein;0;9,99;0,0
2020-08-05;Alaunstein;1;9,99;9,99
2020-08-06;Alaunstein;2;9,99;19,98
2020-08-07;Alaunstein;1;9,99;9,99
2020-08-08;Alaunstein;2;9,99;19,98
2020-08-09;Alaunstein;3;9,99;29,97
2020-08-10;Alaunstein;1;9,98;9,98
2020-08-11;Alaunstein;0;9,98;0,0
2020-08-12;Alaunstein;0;9,98;0,0
2020-08-13;Alaunstein;0;9,98;0,0
2020-08-14;Alaunstein;0;9,98;0,0
2020-08-15;Alaunstein;4;9,987499;39,949997
2020-08-16;Alaunstein;5;9,988;49,94
2020-08-17;Alaunstein;0;9,988;0,0
2020-08-18;Alaunstein;0;9,988;0,0
2020-08-19;Alaunstein;9;9,987778;89,89
2020-08-20;Alaunstein;6;9,99;59,94
2020-08-21;Alaunstein;0;9,99;0,0
2020-08-22;Alaunstein;1;9,99;9,99
2020-08-23;Alaunstein;6;9,988334;59,93
2020-08-24;Alaunstein;4;9,99;39,96
2020-08-25;Alaunstein;9;9,99;89,909996
2020-08-26;Alaunstein;1;9,98;9,98
2020-08-27;Alaunstein;5;9,99;49,949997
2020-08-28;Alaunstein;3;9,99;29,97
2020-08-29;Alaunstein;3;9,983333;29,949997
2020-08-30;Alaunstein;3;9,99;29,97
2020-08-31;Alaunstein;4;9,99;39,96
2020-09-01;Alaunstein;3;9,986667;29,96
2020-09-02;Alaunstein;3;9,986667;29,96
2020-09-03;Alaunstein;6;9,99;59,94
2020-09-04;Alaunstein;2;9,99;19,98
2020-09-05;Alaunstein;3;9,983333;29,949997
2020-09-06;Alaunstein;2;9,985;19,97
2020-09-07;Alaunstein;2;9,99;19,98
2020-09-08;Alaunstein;2;9,985;19,97
2020-09-09;Alaunstein;0;9,985;0,0
2020-09-10;Alaunstein;2;9,985;19,97
2020-09-11;Alaunstein;3;9,99;29,97
2020-09-12;Alaunstein;1;9,99;9,99
2020-09-13;Alaunstein;2;9,99;19,98
2020-09-14;Alaunstein;1;9,98;9,98
2020-09-15;Alaunstein;3;9,986667;29,96
2020-09-16;Alaunstein;2;9,99;19,98
2020-09-17;Alaunstein;1;9,99;9,99
2020-09-18;Alaunstein;1;9,99;9,99
2020-09-19;Alaunstein;1;9,99;9,99
2020-09-20;Alaunstein;4;9,987499;39,949997
2020-09-21;Alaunstein;1;9,99;9,99
2020-09-22;Alaunstein;2;9,985;19,97
2020-09-23;Alaunstein;0;9,985;0,0
2020-09-24;Alaunstein;0;9,985;0,0
2020-09-25;Alaunstein;0;9,985;0,0
2020-09-26;Alaunstein;1;9,99;9,99
2020-09-27;Alaunstein;1;9,99;9,99
2020-09-28;Alaunstein;1;9,99;9,99
2020-09-29;Alaunstein;1;9,99;9,99
2020-09-30;Alaunstein;0;9,99;0,0
2020-10-01;Alaunstein;1;9,98;9,98
2020-10-02;Alaunstein;1;9,99;9,99
2020-10-03;Alaunstein;2;9,99;19,98
2020-10-04;Alaunstein;1;9,99;9,99
2020-10-05;Alaunstein;2;9,99;19,98
2020-10-06;Alaunstein;0;9,99;0,0
2020-10-07;Alaunstein;2;9,99;19,98
2020-10-08;Alaunstein;1;9,99;9,99
2020-10-09;Alaunstein;1;9,99;9,99
2020-10-10;Alaunstein;1;9,99;9,99
2020-10-11;Alaunstein;1;9,99;9,99
2020-10-12;Alaunstein;1;9,99;9,99
2020-10-13;Alaunstein;0;9,99;0,0
2020-10-14;Alaunstein;0;9,99;0,0
2020-10-15;Alaunstein;1;9,99;9,99
2020-10-16;Alaunstein;0;9,99;0,0
2020-10-17;Alaunstein;0;9,99;0,0
2020-10-18;Alaunstein;1;9,99;9,99
2020-10-19;Alaunstein;0;9,99;0,0
2020-10-20;Alaunstein;0;9,99;0,0
2020-10-21;Alaunstein;0;9,99;0,0
2020-10-22;Alaunstein;0;9,99;0,0
2020-10-23;Alaunstein;1;9,99;9,99
2020-10-24;Alaunstein;1;9,99;9,99
2020-10-25;Alaunstein;2;9,99;19,98
2020-10-26;Alaunstein;0;9,99;0,0
2020-10-27;Alaunstein;0;9,99;0,0
2020-10-28;Alaunstein;0;9,99;0,0
2020-10-29;Alaunstein;0;9,99;0,0
2020-10-30;Alaunstein;0;9,99;0,0
2020-10-31;Alaunstein;2;9,99;19,98
2020-11-01;Alaunstein;3;9,99;29,97
2020-11-02;Alaunstein;1;9,98;9,98
2020-11-03;Alaunstein;3;9,99;29,97
2020-11-04;Alaunstein;2;9,99;19,98
2020-11-05;Alaunstein;2;9,99;19,98
2020-11-06;Alaunstein;1;9,99;9,99
2020-11-07;Alaunstein;1;9,99;9,99
2020-11-08;Alaunstein;2;9,99;19,98
2020-11-09;Alaunstein;0;9,99;0,0
2020-11-10;Alaunstein;1;9,98;9,98
2020-11-11;Alaunstein;3;9,99;29,97
2020-11-12;Alaunstein;1;9,99;9,99
2020-11-13;Alaunstein;1;9,99;9,99
2020-11-14;Alaunstein;1;9,99;9,99
2020-11-15;Alaunstein;3;9,99;29,97
2020-11-16;Alaunstein;2;9,99;19,98
2020-11-17;Alaunstein;1;9,99;9,99
2020-11-18;Alaunstein;2;9,99;19,98
2020-11-19;Alaunstein;2;9,99;19,98
2020-11-20;Alaunstein;2;9,99;19,98
2020-11-21;Alaunstein;2;9,99;19,98
2020-11-22;Alaunstein;2;9,99;19,98
2020-11-23;Alaunstein;2;9,99;19,98
2020-11-24;Alaunstein;4;9,99;39,96
2020-11-25;Alaunstein;1;9,99;9,99
2020-11-26;Alaunstein;4;9,3625;37,45
2020-11-27;Alaunstein;26;7,49;194,73999
2020-11-28;Alaunstein;9;7,49;67,409996
2020-11-29;Alaunstein;13;7,49;97,369995
2020-11-30;Alaunstein;11;7,49;82,39
2020-12-01;Alaunstein;2;9,99;19,98
2020-12-02;Alaunstein;2;9,99;19,98
2020-12-03;Alaunstein;0;9,99;0,0
2020-12-04;Alaunstein;3;9,99;29,97
2020-12-05;Alaunstein;6;9,99;59,94
2020-12-06;Alaunstein;4;9,99;39,96
2020-12-07;Alaunstein;3;9,986667;29,96
2020-12-08;Alaunstein;1;9,99;9,99
2020-12-09;Alaunstein;5;9,99;49,949997
2020-12-10;Alaunstein;6;9,99;59,94
2020-12-11;Alaunstein;3;9,99;29,97
2020-12-12;Alaunstein;3;9,99;29,97
2020-12-13;Alaunstein;13;9,988461;129,84999
2020-12-14;Alaunstein;1;9,99;9,99
2020-12-15;Alaunstein;8;9,99;79,92
2020-12-16;Alaunstein;6;9,99;59,94
2020-12-17;Alaunstein;14;9,99;139,86
2020-12-18;Alaunstein;4;9,99;39,96
2020-12-19;Alaunstein;1;9,98;9,98
2020-12-20;Alaunstein;4;9,99;39,96
2020-12-21;Alaunstein;3;9,99;29,97
2020-12-22;Alaunstein;2;9,99;19,98
2020-12-23;Alaunstein;0;9,99;0,0
2020-12-24;Alaunstein;0;9,99;0,0
2020-12-25;Alaunstein;4;9,987499;39,949997
2020-12-26;Alaunstein;1;9,99;9,99
2020-12-27;Alaunstein;3;9,99;29,97
2020-12-28;Alaunstein;3;9,99;29,97
2020-12-29;Alaunstein;1;9,99;9,99
2020-12-30;Alaunstein;2;9,99;19,98
2020-12-31;Alaunstein;1;9,99;9,99
2021-01-01;Alaunstein;3;9,986667;29,96
2021-01-02;Alaunstein;4;9,987499;39,949997
2021-01-03;Alaunstein;2;9,99;19,98
2021-01-04;Alaunstein;0;9,99;0,0
2021-01-05;Alaunstein;3;9,99;29,97
2021-01-06;Alaunstein;2;9,98;19,96
2021-01-07;Alaunstein;2;9,985;19,97
2021-01-08;Alaunstein;2;9,99;19,98
2021-01-09;Alaunstein;2;9,99;19,98
2021-01-10;Alaunstein;4;9,985;39,94
2021-01-11;Alaunstein;1;9,99;9,99
2021-01-12;Alaunstein;1;9,98;9,98
2021-01-13;Alaunstein;1;9,99;9,99
2021-01-14;Alaunstein;1;9,98;9,98
2021-01-15;Alaunstein;2;9,99;19,98
2021-01-16;Alaunstein;0;9,99;0,0
2021-01-17;Alaunstein;2;9,99;19,98
2021-01-18;Alaunstein;2;9,985;19,97
2021-01-19;Alaunstein;1;9,99;9,99
2021-01-20;Alaunstein;1;9,99;9,99
2021-01-21;Alaunstein;1;9,99;9,99
2021-01-22;Alaunstein;3;9,985;29,954998
2021-01-23;Alaunstein;2;9,99;19,98
2021-01-24;Alaunstein;3;9,986667;29,96
2021-01-25;Alaunstein;1;9,98;9,98
2021-01-26;Alaunstein;1;9,99;9,99
2021-01-27;Alaunstein;2;9,99;19,98
2021-01-28;Alaunstein;1;9,99;9,99
2021-01-29;Alaunstein;0;9,99;0,0
2021-01-30;Alaunstein;3;9,99;29,97
2021-01-31;Alaunstein;1;9,99;9,99
2021-02-01;Alaunstein;2;9,99;19,98
2021-02-02;Alaunstein;2;9,99;19,98
2021-02-03;Alaunstein;1;9,98;9,98
2021-02-04;Alaunstein;3;9,99;29,97
2021-02-05;Alaunstein;1;9,99;9,99
2021-02-06;Alaunstein;0;9,99;0,0
2021-02-07;Alaunstein;4;9,99;39,96
2021-02-08;Alaunstein;1;9,99;9,99
2021-02-09;Alaunstein;0;9,99;0,0
2021-02-10;Alaunstein;4;9,99;39,96
2021-02-11;Alaunstein;2;9,985;19,97
2021-02-12;Alaunstein;2;9,99;19,98
2021-02-13;Alaunstein;1;9,98;9,98
2021-02-14;Alaunstein;1;9,98;9,98
2021-02-15;Alaunstein;3;9,99;29,97
2021-02-16;Alaunstein;1;9,99;9,99
2021-02-17;Alaunstein;1;9,99;9,99
2021-02-18;Alaunstein;1;9,99;9,99
2021-02-19;Alaunstein;3;9,983333;29,949997
2021-02-20;Alaunstein;2;9,985;19,97
2021-02-21;Alaunstein;3;9,986667;29,96
2021-02-22;Alaunstein;0;9,986667;0,0
2021-02-23;Alaunstein;4;9,985;39,94
2021-02-24;Alaunstein;2;9,99;19,98
2021-02-25;Alaunstein;2;9,99;19,98
2021-02-26;Alaunstein;7;9,988571;69,92
2021-02-27;Alaunstein;6;9,986667;59,92
2021-02-28;Alaunstein;3;9,99;29,97
2021-03-01;Alaunstein;3;9,99;29,97
2021-03-02;Alaunstein;6;9,988;59,928
2021-03-03;Alaunstein;2;9,985;19,97
2021-03-04;Alaunstein;5;9,983999;49,92
2021-03-05;Alaunstein;3;9,983333;29,949997
2021-03-06;Alaunstein;4;9,99;39,96
2021-03-07;Alaunstein;6;9,985;59,909996
2021-03-08;Alaunstein;2;9,99;19,98
2021-03-09;Alaunstein;4;9,986667;39,946667
2021-03-10;Alaunstein;6;9,983333;59,899994
2021-03-11;Alaunstein;2;9,985;19,97
2021-03-12;Alaunstein;5;9,99;49,949997
2021-03-13;Alaunstein;11;9,987273;109,86001
2021-03-14;Alaunstein;8;9,987499;79,899994
2021-03-15;Alaunstein;3;9,983333;29,949997
2021-03-16;Alaunstein;13;9,986923;129,83
2021-03-17;Alaunstein;6;9,988334;59,93
2021-03-18;Alaunstein;9;9,983334;89,850006
2021-03-19;Alaunstein;10;9,989;99,89
2021-03-20;Alaunstein;10;9,9869995;99,869995
2021-03-21;Alaunstein;8;9,987499;79,899994
2021-03-22;Alaunstein;12;9,9875;119,850006
2021-03-23;Alaunstein;5;9,99;49,949997
2021-03-24;Alaunstein;0;9,99;0,0
2021-03-25;Alaunstein;0;9,99;0,0
2021-03-26;Alaunstein;0;9,99;0,0
2021-03-27;Alaunstein;0;9,99;0,0
2021-03-28;Alaunstein;6;9,99;59,94
2021-03-29;Alaunstein;3;9,99;29,97
2021-03-30;Alaunstein;3;9,986667;29,96
2021-03-31;Alaunstein;1;9,99;9,99
2021-04-01;Alaunstein;2;9,99;19,98
2021-04-02;Alaunstein;1;9,99;9,99
2021-04-03;Alaunstein;5;9,986;49,93
2021-04-04;Alaunstein;2;9,99;19,98
2021-04-05;Alaunstein;3;9,99;29,97
2021-04-06;Alaunstein;8;9,987499;79,899994
2021-04-07;Alaunstein;5;9,986;49,93
2021-04-08;Alaunstein;2;9,99;19,98
2021-04-09;Alaunstein;4;9,987499;39,949997
2021-04-10;Alaunstein;0;9,987499;0,0
2021-04-11;Alaunstein;1;9,99;9,99
2021-04-12;Alaunstein;0;9,99;0,0
2021-04-13;Alaunstein;1;9,98;9,98
2021-04-14;Alaunstein;5;9,983999;49,92
2021-04-15;Alaunstein;7;9,987143;69,909996
2021-04-16;Alaunstein;3;9,986667;29,96
2021-04-17;Alaunstein;3;9,986667;29,96
2021-04-18;Alaunstein;0;9,986667;0,0
2021-04-19;Alaunstein;1;9,99;9,99
2021-04-20;Alaunstein;7;9,988334;69,918335
2021-04-21;Alaunstein;3;9,986667;29,96
2021-04-22;Alaunstein;2;9,99;19,98
2021-04-23;Alaunstein;1;9,99;9,99
2021-04-24;Alaunstein;2;9,985;19,97
2021-04-25;Alaunstein;6;9,988334;59,93
2021-04-26;Alaunstein;4;9,987499;39,949997
2021-04-27;Alaunstein;0;9,987499;0,0
2021-04-28;Alaunstein;4;9,987499;39,949997
2021-04-29;Alaunstein;4;9,99;39,96
2021-04-30;Alaunstein;2;9,99;19,98
2021-05-01;Alaunstein;3;9,99;29,97
2021-05-02;Alaunstein;6;9,988334;59,93
2021-05-03;Alaunstein;6;9,988334;59,93
2021-05-04;Alaunstein;2;9,99;19,98
2021-05-05;Alaunstein;7;9,988571;69,92
2021-05-06;Alaunstein;3;9,986667;29,96
2021-05-07;Alaunstein;2;9,99;19,98
2021-05-08;Alaunstein;2;9,99;19,98
2021-05-09;Alaunstein;9;9,987778;89,89
2021-05-10;Alaunstein;3;9,985;29,954998
2021-05-11;Alaunstein;3;9,99;29,97
2021-05-12;Alaunstein;2;9,985;19,97
2021-05-13;Alaunstein;3;9,986667;29,96
2021-05-14;Alaunstein;4;9,987499;39,949997
2021-05-15;Alaunstein;9;9,99;89,909996
2021-05-16;Alaunstein;3;9,99;29,97
2021-05-17;Alaunstein;3;9,986667;29,96
2021-05-18;Alaunstein;5;9,99;49,949997
2021-05-19;Alaunstein;7;9,987143;69,909996
2021-05-20;Alaunstein;1;9,98;9,98
2021-05-21;Alaunstein;0;9,98;0,0
2021-05-22;Alaunstein;4;9,99;39,96
2021-05-23;Alaunstein;7;9,99;69,93
2021-05-24;Alaunstein;8;9,985;79,88
2021-05-25;Alaunstein;3;9,986667;29,96
2021-05-26;Alaunstein;3;9,99;29,97
2021-05-27;Alaunstein;2;9,99;19,98
2021-05-28;Alaunstein;2;9,99;19,98
2021-05-29;Alaunstein;1;9,99;9,99
2021-05-30;Alaunstein;4;9,99;39,96
2021-05-31;Alaunstein;2;9,985;19,97
2021-06-01;Alaunstein;2;9,99;19,98
2021-06-02;Alaunstein;1;9,98;9,98
2021-06-03;Alaunstein;1;9,99;9,99
2021-06-04;Alaunstein;4;9,987499;39,949997
2021-06-05;Alaunstein;3;9,983333;29,949997
2021-06-06;Alaunstein;6;9,99;59,94
2021-06-07;Alaunstein;6;9,99;59,94
2021-06-08;Alaunstein;0;9,99;0,0
2021-06-09;Alaunstein;4;9,99;39,96
2021-06-10;Alaunstein;4;9,987499;39,949997
2021-06-11;Alaunstein;7;9,988571;69,92
2021-06-12;Alaunstein;8;9,9887495;79,909996
2021-06-13;Alaunstein;9;9,988571;89,89714
2021-06-14;Alaunstein;4;9,987499;39,949997
2021-06-15;Alaunstein;1;9,98;9,98
2021-06-16;Alaunstein;4;9,99;39,96
2021-06-17;Alaunstein;0;9,99;0,0
2021-06-18;Alaunstein;4;9,99;39,96
2021-06-19;Alaunstein;5;9,988;49,94
2021-06-20;Alaunstein;5;9,99;49,949997
2021-06-21;Alaunstein;3;9,99;29,97
2021-06-22;Alaunstein;1;9,99;9,99
2021-06-23;Alaunstein;4;9,987499;39,949997
2021-06-24;Alaunstein;3;9,99;29,97
2021-06-25;Alaunstein;1;9,99;9,99
2021-06-26;Alaunstein;4;9,99;39,96
2021-06-27;Alaunstein;4;9,99;39,96
2021-06-28;Alaunstein;5;9,99;49,949997
2021-06-29;Alaunstein;4;9,99;39,96
2021-06-30;Alaunstein;2;9,985;19,97
2021-07-01;Alaunstein;4;9,987499;39,949997
2021-07-02;Alaunstein;2;9,985;19,97
2021-07-03;Alaunstein;3;9,99;29,97
2021-07-04;Alaunstein;0;9,99;0,0
2021-07-05;Alaunstein;4;9,99;39,96
2021-07-06;Alaunstein;4;9,99;39,96
2021-07-07;Alaunstein;1;9,99;9,99
2021-07-08;Alaunstein;0;9,99;0,0
2021-07-09;Alaunstein;2;9,99;19,98
2021-07-10;Alaunstein;7;9,99;69,93
2021-07-11;Alaunstein;6;9,99;59,94
2021-07-12;Alaunstein;5;9,99;49,949997
2021-07-13;Alaunstein;3;9,99;29,97
2021-07-14;Alaunstein;1;9,99;9,99
2021-07-15;Alaunstein;2;9,985;19,97
2021-07-16;Alaunstein;7;9,99;69,93
2021-07-17;Alaunstein;8;9,9887495;79,909996
2021-07-18;Alaunstein;5;9,983999;49,92
2021-07-19;Alaunstein;6;9,988334;59,93
2021-07-20;Alaunstein;5;9,987499;49,937496
2021-07-21;Alaunstein;9;9,987778;89,89
2021-07-22;Alaunstein;3;9,99;29,97
2021-07-23;Alaunstein;6;9,986667;59,92
2021-07-24;Alaunstein;21;9,987778;209,74333
2021-07-25;Alaunstein;20;9,987059;199,74118
2021-07-26;Alaunstein;10;9,988;99,88
2021-07-27;Alaunstein;6;9,99;59,94
2021-07-28;Alaunstein;6;9,988;59,928
2021-07-29;Alaunstein;6;9,986667;59,92
2021-07-30;Alaunstein;6;9,988334;59,93
2021-07-31;Alaunstein;3;9,986667;29,96
2021-08-01;Alaunstein;6;9,99;59,94
2021-08-02;Alaunstein;6;9,99;59,94
2021-08-03;Alaunstein;9;9,99;89,909996
2021-08-04;Alaunstein;7;9,988571;69,92
2021-08-05;Alaunstein;3;9,99;29,97
2021-08-06;Alaunstein;7;9,987143;69,909996
2021-08-07;Alaunstein;2;9,99;19,98
2021-08-08;Alaunstein;9;9,988888;89,899994
2021-08-09;Alaunstein;11;9,99;109,89
2021-08-10;Alaunstein;2;9,99;19,98
2021-08-11;Alaunstein;2;9,99;19,98
2021-08-12;Alaunstein;5;9,988;49,94
2021-08-13;Alaunstein;1;9,99;9,99
2021-08-14;Alaunstein;6;9,986;59,916
2021-08-15;Alaunstein;6;9,99;59,94
2021-08-16;Alaunstein;13;9,985;129,805
2021-08-17;Alaunstein;5;9,99;49,949997
2021-08-18;Alaunstein;3;9,986667;29,96
2021-08-19;Alaunstein;3;9,99;29,97
2021-08-20;Alaunstein;5;9,988;49,94
2021-08-21;Alaunstein;9;9,986667;89,88
2021-08-22;Alaunstein;10;9,989;99,89
2021-08-23;Alaunstein;5;9,99;49,949997
2021-08-24;Alaunstein;6;9,986;59,916
2021-08-25;Alaunstein;7;9,985;69,895
2021-08-26;Alaunstein;7;9,981428;69,869995
2021-08-27;Alaunstein;5;9,988;49,94
2021-08-28;Alaunstein;6;9,99;59,94
2021-08-29;Alaunstein;9;9,99;89,909996
2021-08-30;Alaunstein;10;9,986;99,86
2021-08-31;Alaunstein;7;9,99;69,93
2021-09-01;Alaunstein;9;9,987499;89,8875
2021-09-02;Alaunstein;0;9,987499;0,0
2021-09-03;Alaunstein;1;9,98;9,98
2021-09-04;Alaunstein;14;9,983571;139,76999
2021-09-05;Alaunstein;5;9,988;49,94
2021-09-06;Alaunstein;3;9,986667;29,96
2021-09-07;Alaunstein;6;9,985;59,909996
2021-09-08;Alaunstein;3;9,99;29,97
2021-09-09;Alaunstein;9;9,98625;89,87625
2021-09-10;Alaunstein;10;9,988;99,88
2021-09-11;Alaunstein;6;9,986667;59,92
2021-09-12;Alaunstein;4;9,987499;39,949997
2021-09-13;Alaunstein;6;9,988;59,928
2021-09-14;Alaunstein;4;9,985;39,94
2021-09-15;Alaunstein;8;9,987143;79,89714
2021-09-16;Alaunstein;7;9,984285;69,89
2021-09-17;Alaunstein;9;9,987778;89,89
2021-09-18;Alaunstein;9;9,987778;89,89
2021-09-19;Alaunstein;15;9,987333;149,81
2021-09-20;Alaunstein;8;9,987499;79,899994
2021-09-21;Alaunstein;7;9,987143;69,909996
2021-09-22;Alaunstein;8;9,988571;79,90857
2021-09-23;Alaunstein;4;9,99;39,96
2021-09-24;Alaunstein;3;9,983333;29,949997
2021-09-25;Alaunstein;7;9,988571;69,92
2021-09-26;Alaunstein;5;9,985;49,925
2021-09-27;Alaunstein;7;9,99;69,93
2021-09-28;Alaunstein;3;9,99;29,97
2021-09-29;Alaunstein;6;9,988334;59,93
2021-09-30;Alaunstein;4;9,987499;39,949997
2021-10-01;Alaunstein;7;9,99;69,93
2021-10-02;Alaunstein;4;9,987499;39,949997
2021-10-03;Alaunstein;8;9,987499;79,899994
2021-10-04;Alaunstein;11;9,986667;109,85333
2021-10-05;Alaunstein;7;9,986667;69,90667
2021-10-06;Alaunstein;9;9,987499;89,8875
2021-10-07;Alaunstein;4;9,985;39,94
2021-10-08;Alaunstein;10;9,989;99,89
2021-10-09;Alaunstein;6;9,986667;59,92
2021-10-10;Alaunstein;8;9,9887495;79,909996
2021-10-11;Alaunstein;11;9,988;109,868
2021-10-12;Alaunstein;6;9,99;59,94
2021-10-13;Alaunstein;2;9,99;19,98
2021-10-14;Alaunstein;11;9,986667;109,85333
2021-10-15;Alaunstein;3;9,985;29,954998
2021-10-16;Alaunstein;7;9,988334;69,918335
2021-10-17;Alaunstein;8;9,9887495;79,909996
2021-10-18;Alaunstein;9;9,987143;89,884285
2021-10-19;Alaunstein;2;9,99;19,98
2021-10-20;Alaunstein;5;9,99;49,949997
2021-10-21;Alaunstein;3;9,99;29,97
2021-10-22;Alaunstein;8;9,98625;79,89
2021-10-23;Alaunstein;9;9,986667;89,88
2021-10-24;Alaunstein;6;9,983999;59,903996
2021-10-25;Alaunstein;9;9,985555;89,869995
2021-10-26;Alaunstein;6;9,988334;59,93
2021-10-27;Alaunstein;4;9,9825;39,93
2021-10-28;Alaunstein;6;9,988;59,928
2021-10-29;Alaunstein;7;9,987143;69,909996
2021-10-30;Alaunstein;6;9,986667;59,92
2021-10-31;Alaunstein;8;9,986667;79,89333
2021-11-01;Alaunstein;7;9,988571;69,92
2021-11-02;Alaunstein;7;9,99;69,93
2021-11-03;Alaunstein;6;9,99;59,94
2021-11-04;Alaunstein;6;9,986667;59,92
2021-11-05;Alaunstein;6;9,99;59,94
2021-11-06;Alaunstein;6;9,986;59,916
2021-11-07;Alaunstein;5;9,986;49,93
2021-11-08;Alaunstein;4;9,983333;39,93333
2021-11-09;Alaunstein;4;9,987499;39,949997
2021-11-10;Alaunstein;3;9,983333;29,949997
2021-11-11;Alaunstein;8;9,987143;79,89714
2021-11-12;Alaunstein;5;9,99;49,949997
2021-11-13;Alaunstein;7;9,99;69,93
2021-11-14;Alaunstein;5;9,988;49,94
2021-11-15;Alaunstein;2;9,99;19,98
2021-11-16;Alaunstein;3;9,983333;29,949997
2021-11-17;Alaunstein;3;9,986667;29,96
2021-11-18;Alaunstein;4;9,987499;39,949997
2021-11-19;Alaunstein;3;9,99;29,97
2021-11-20;Alaunstein;2;9,99;19,98
2021-11-21;Alaunstein;5;9,987499;49,937496
2021-11-22;Alaunstein;8;9,99;79,92
